FEA Run,Global Fitness
1,105.74123311669058
2,8.664955714644748
3,0.047465827229814295
4,0.0025911699009384392
5,0.00017219500847431846
6,0.00013288762232832596
7,0.00012759722187638545
8,0.00012729319200843747
9,0.00012727606497264787
10,0.00012727573738402498
11,0.00012727568122272714
12,0.0001272756636012673
13,0.00012727566252124234
14,0.0001272756618391213
15,0.00012727566172543447
16,0.00012727566172543447
17,0.00012727566172543447
18,0.00012727566172543447
19,0.00012727566172543447
20,0.00012727566172543447
21,0.00012727566172543447
22,0.00012727566172543447
23,0.00012727566172543447
24,0.00012727566172543447
25,0.00012727566172543447
26,0.00012727566172543447
27,0.00012727566172543447
28,0.00012727566172543447
29,0.00012727566172543447
30,0.00012727566172543447
31,0.00012727566172543447
32,0.00012727566172543447
33,0.00012727566172543447
34,0.00012727566172543447
35,0.00012727566172543447
36,0.00012727566172543447
37,0.00012727566172543447
38,0.00012727566172543447
39,0.00012727566172543447
40,0.00012727566172543447
41,0.00012727566172543447
42,0.00012727566172543447
43,0.00012727566172543447
44,0.00012727566172543447
45,0.00012727566172543447
46,0.00012727566172543447
47,0.00012727566172543447
48,0.00012727566172543447
49,0.00012727566172543447
50,0.00012727566172543447
